 ISBN            Amazon         WWU            Profit         ROI            


9781453401484   $-1.00          $0.00           $0.00           -100.00      


9780840005441   $-1.00          $0.00           $0.00           -100.00      


9781121159228   $-1.00          $47.50          $0.00           -100.00      


9780295975627   $32.41          $0.00           $0.00           -100.00      


9780295952734   $24.99          $0.00           $0.00           -100.00      


9781453401002   $-1.00          $0.00           $0.00           -100.00      


9781453401316   $-1.00          $0.00           $0.00           -100.00      


9780078051982   $32.95          $0.00           $0.00           -100.00      


9780201343137   $16.00          $0.00           $0.00           -100.00      


9781133563105   $24.73          $0.00           $0.00           -100.00      


9780077192822   $16.97          $0.00           $0.00           -100.00      


9780472030132   $2.27           $0.00           $0.00           -100.00      


9780738069944   $-1.00          $0.00           $0.00           -100.00      


9780132760591   $11.99          $0.00           $0.00           -100.00      


9780132052108   $17.00          $0.00           $0.00           -100.00      


9781453401194   $-1.00          $0.00           $0.00           -100.00      


9780194489195   $15.99          $0.00           $0.00           -100.00      


9780133382075   $44.99          $0.00           $0.00           -100.00      


9780840002693   $-1.00          $0.00           $0.00           -100.00      


9780133775075   $83.64          $0.00           $0.00           -100.00      


9781259392764   $-1.00          $56.75          $0.00           -100.00      


9780595512935   $10.97          $0.00           $0.00           -100.00      


9780071780827   $8.08           $0.00           $0.00           -100.00      


9781450220941   $6.80           $0.00           $0.00           -100.00      


9781491949467   $44.49          $0.00           $0.00           -100.00      


9781430242512   $20.98          $0.00           $0.00           -100.00      


9781256711803   $-1.00          $0.00           $0.00           -100.00      


9781464110085   $65.90          $0.00           $0.00           -100.00      


9781464194948   $-1.00          $0.00           $0.00           -100.00      


9780871088741   $0.01           $0.00           $0.00           -100.00      


9780521143011   $27.54          $0.00           $0.00           -100.00      


9781457642425   $50.00          $0.00           $0.00           -100.00      


9780077660819   $132.94         $0.00           $0.00           -100.00      


9780738075358   $-1.00          $0.00           $0.00           -100.00      


9780205942121   $245.41         $0.00           $0.00           -100.00      


9781111699086   $9.73           $0.00           $0.00           -100.00      


9780738072050   $-1.00          $0.00           $0.00           -100.00      


9781121666191   $-1.00          $43.25          $0.00           -100.00      


9781453401248   $-1.00          $0.00           $0.00           -100.00      


9780190270575   $-1.00          $15.50          $0.00           -100.00      


9780190269388   $-1.00          $44.50          $0.00           -100.00      


9780982939239   $-1.00          $10.75          $0.00           -100.00      


9780738069937   $-1.00          $0.00           $0.00           -100.00      


9781323004654   $-1.00          $0.00           $0.00           -100.00      


9781118906996   $-1.00          $63.50          $0.00           -100.00      


9780133979176   $78.75          $0.00           $0.00           -100.00      


9781563272639   $46.92          $0.00           $0.00           -100.00      


9781453401538   $-1.00          $0.00           $0.00           -100.00      


9781285418681   $170.00         $0.00           $0.00           -100.00      


9780889226609   $11.04          $0.00           $0.00           -100.00      


9780738069784   $-1.00          $0.00           $0.00           -100.00      


9781259301520   $325.18         $0.00           $0.00           -100.00      


9780133852288   $162.79         $0.00           $0.00           -100.00      


9781451556414   $0.82           $0.00           $0.00           -100.00      


9780073524139   $71.53          $0.00           $0.00           -100.00      


9780321950840   $-1.00          $0.00           $0.00           -100.00      


9780132893367   $89.52          $0.00           $0.00           -100.00      


9781259351266   $-1.00          $0.00           $0.00           -100.00      


9781615499250   $-1.00          $0.00           $0.00           -100.00      


9781420075700   $65.00          $0.00           $0.00           -100.00      


9781615498918   $-1.00          $0.00           $0.00           -100.00      


9780840000552   $2.58           $0.00           $0.00           -100.00      


9781453401644   $-1.00          $0.00           $0.00           -100.00      


9781841506296   $23.95          $0.00           $0.00           -100.00      


9780292728950   $30.73          $0.00           $0.00           -100.00      


9780558902377   $-1.00          $0.00           $0.00           -100.00      


9781453401637   $-1.00          $10.25          $0.00           -100.00      


9781936797561   $-1.00          $11.50          $0.00           -100.00      


9780205916788   $66.46          $0.00           $0.00           -100.00      


9781572747418   $4.05           $0.00           $0.00           -100.00      


9780840004116   $-1.00          $0.00           $0.00           -100.00      


9781285134710   $-1.00          $0.00           $0.00           -100.00      


9781457694646   $-1.00          $26.00          $0.00           -100.00      


9781465206374   $70.41          $0.00           $0.00           -100.00      


9780131733497   $68.91          $0.00           $0.00           -100.00      


9780840001108   $-1.00          $0.00           $0.00           -100.00      


9781285120096   $-1.00          $0.00           $0.00           -100.00      


9780840004253   $-1.00          $0.00           $0.00           -100.00      


9781478611011   $13.06          $0.00           $0.00           -100.00      


9780840005564   $-1.00          $0.00           $0.00           -100.00      


9781259228926   $-1.00          $0.00           $0.00           -100.00      


9780840002556   $20.00          $0.00           $0.00           -100.00      


9780077703424   $69.38          $0.00           $0.00           -100.00      


9781121603820   $60.00          $0.00           $0.00           -100.00      


9781453400203   $-1.00          $0.00           $0.00           -100.00      


9781269795272   $-1.00          $41.50          $0.00           -100.00      


9780077700003   $-1.00          $0.00           $0.00           -100.00      


9781408241363   $25.98          $0.00           $0.00           -100.00      


9780077924911   $107.49         $0.00           $0.00           -100.00      


9781269792530   $-1.00          $60.00          $0.00           -100.00      


9781607206453   $-1.00          $59.00          $0.00           -100.00      


9781621780779   $-1.00          $0.00           $0.00           -100.00      


9780808038054   $17.08          $0.00           $0.00           -100.00      


9780077722074   $149.98         $0.00           $0.00           -100.00      


9781617401626   $233.50         $0.00           $0.00           -100.00      


9789622097636   $20.49          $0.00           $0.00           -100.00      


9781624661136   $10.12          $0.00           $0.00           -100.00      


9781285118819   $-1.00          $82.75          $0.00           -100.00      


9780912503387   $50.00          $0.00           $0.00           -100.00      


9781429290197   $109.66         $0.00           $0.00           -100.00      


9780133424102   $121.11         $0.00           $0.00           -100.00      


9781269625456   $-1.00          $0.00           $0.00           -100.00      


9781269694643   $-1.00          $0.00           $0.00           -100.00      


9782253136422   $0.01           $0.00           $0.00           -100.00      


9780133451481   $99.43          $0.00           $0.00           -100.00      


9780133849332   $169.77         $0.00           $0.00           -100.00      


9781285480831   $-1.00          $0.00           $0.00           -100.00      


9780133451269   $90.37          $0.00           $0.00           -100.00      


9787800521676   $10.00          $0.00           $0.00           -100.00      


9780325037431   $44.60          $0.00           $0.00           -100.00      


9780814122884   $28.95          $0.00           $0.00           -100.00      


9781935987536   $-1.00          $28.25          $0.00           -100.00      


9781308201092   $-1.00          $0.00           $0.00           -100.00      


9781453400029   $-1.00          $0.00           $0.00           -100.00      


9781259288920   $106.00         $0.00           $0.00           -100.00      


9780977113903   $6.30           $0.00           $0.00           -100.00      


9781259154744   $136.82         $0.00           $0.00           -100.00      


9784473036964   $32.63          $0.00           $0.00           -100.00      


9781579996536   $18.68          $0.00           $0.00           -100.00      


9780061984969   $18.15          $0.00           $0.00           -100.00      


9780964807150   $23.64          $0.00           $0.00           -100.00      


9781930882744   $5.87           $0.00           $0.00           -100.00      


9784789014403   $40.20          $0.00           $0.00           -100.00      


9784789014410   $13.94          $0.00           $0.00           -100.00      


9784789014434   $39.38          $0.00           $0.00           -100.00      


9784789014441   $16.54          $0.00           $0.00           -100.00      


9781453400593   $-1.00          $0.00           $0.00           -100.00      


9780840006080   $-1.00          $0.00           $0.00           -100.00      


9781453400975   $-1.00          $0.00           $0.00           -100.00      


9780840000279   $-1.00          $0.00           $0.00           -100.00      


9780132961981   $139.99         $0.00           $0.00           -100.00      


9780840004321   $-1.00          $0.00           $0.00           -100.00      


9781453401453   $-1.00          $0.00           $0.00           -100.00      


9780132889506   $70.05          $0.00           $0.00           -100.00      


9780132763646   $74.44          $0.00           $0.00           -100.00      


9781111659615   $162.98         $0.00           $0.00           -100.00      


9781269794558   $-1.00          $86.75          $0.00           -100.00      


9781285335285   $-1.00          $0.00           $0.00           -100.00      


9781305313590   $-1.00          $0.00           $0.00           -100.00      


9780470917565   $-1.00          $117.25         $0.00           -100.00      


9781259172045   $-1.00          $10.50          $0.00           -100.00      


9780451531933   $2.44           $0.00           $0.00           -100.00      


9780205933730   $48.66          $0.00           $0.00           -100.00      


9781256863717   $-1.00          $42.25          $0.00           -100.00      


9781453400531   $-1.00          $0.00           $0.00           -100.00      


9781938113000   $-1.00          $13.75          $0.00           -100.00      


9781556220784   $16.90          $33.75          $-4.02          -100.12      


9781604267273   $16.00          $31.75          $-4.12          -100.63      


9780195387858   $4.45           $8.75           $-4.07          -100.89      


9780316230841   $5.21           $10.25          $-4.07          -100.92      


9780199736324   $8.50           $16.75          $-4.12          -101.00      


9780205236398   $20.00          $39.50          $-4.24          -101.04      


9780130601414   $30.78          $60.75          $-4.40          -101.16      


9781476733128   $5.87           $11.50          $-4.11          -101.22      


9780226035932   $4.10           $8.00           $-4.09          -101.24      


9781551117652   $24.00          $47.25          $-4.37          -101.34      


9780801482854   $9.60           $18.75          $-4.22          -101.66      


9780872207233   $5.54           $10.75          $-4.16          -101.73      


9780807750636   $8.99           $17.50          $-4.23          -101.85      


9781844670864   $7.99           $15.50          $-4.23          -102.00      


9780544336261   $3.17           $6.00           $-4.16          -102.37      


9781451697384   $10.49          $20.25          $-4.36          -102.52      


9780077402280   $82.00          $159.50         $-6.24          -102.62      


9780932440389   $5.66           $10.75          $-4.28          -102.95      


9780199536498   $3.60           $6.75           $-4.22          -102.96      


9781442408937   $3.99           $7.50           $-4.23          -103.01      


9780226493152   $8.95           $17.00          $-4.44          -103.48      


9780822213918   $3.26           $6.00           $-4.25          -103.59      


9780262582155   $8.88           $16.75          $-4.50          -103.92      


9780822220824   $3.30           $6.00           $-4.29          -104.12      


9780199555918   $5.13           $9.50           $-4.37          -104.17      


9780195565492   $24.45          $46.50          $-5.19          -104.22      


9780763781545   $37.90          $72.25          $-5.77          -104.24      


9780316036139   $5.79           $10.75          $-4.41          -104.24      


9781583335239   $5.85           $10.75          $-4.47          -104.83      


9780465026210   $8.74           $16.25          $-4.61          -104.83      


9780470646342   $29.89          $56.50          $-5.63          -104.84      


9780495007258   $36.50          $69.00          $-5.99          -104.94      


9780143122012   $7.33           $13.50          $-4.57          -105.12      


9780918273826   $5.89           $10.75          $-4.50          -105.21      


9780226109428   $10.52          $19.50          $-4.76          -105.31      


9780073532493   $64.84          $122.25         $-7.70          -105.40      


9780618871711   $5.54           $10.00          $-4.53          -105.67      


9780199556052   $5.94           $10.75          $-4.56          -105.69      


9781422190555   $10.99          $20.25          $-4.86          -105.77      


9780140447323   $5.70           $10.25          $-4.57          -105.93      


9780060976255   $8.50           $15.50          $-4.74          -106.00      


9780691144627   $9.17           $16.75          $-4.79          -106.04      


9780451531582   $2.79           $4.75           $-4.41          -106.12      


9780205258154   $79.95          $149.25         $-9.31          -106.34      


9780691001487   $21.00          $38.75          $-5.62          -106.50      


9781133626176   $27.74          $51.25          $-6.10          -106.67      


9780314279828   $80.00          $148.50         $-9.74          -106.85      


9780199691340   $4.59           $8.00           $-4.58          -106.88      


9780674018242   $9.16           $16.50          $-4.90          -106.92      


9780736072472   $16.99          $31.00          $-5.48          -107.10      


9780804812559   $3.94           $6.75           $-4.56          -107.12      


9781133628460   $109.95         $203.50         $-12.19         -107.20      


9780136066545   $18.91          $34.50          $-5.65          -107.25      


9780195333008   $13.00          $23.50          $-5.24          -107.36      


9780321291387   $60.00          $110.50         $-8.74          -107.42      


9780393928617   $7.51           $13.25          $-4.88          -107.70      


9780470646328   $64.46          $118.25         $-9.32          -107.79      


9780446603775   $7.00           $12.25          $-4.87          -107.96      


9780385350846   $9.45           $16.75          $-5.06          -108.00      


9781570397752   $16.80          $30.00          $-5.79          -108.66      


9781847870438   $23.65          $42.50          $-6.39          -108.68      


9780865477506   $7.79           $13.50          $-5.03          -108.83      


9780802121998   $6.30           $10.75          $-4.91          -108.99      


9780198207634   $33.75          $60.50          $-7.49          -109.27      


9781590174869   $5.92           $10.00          $-4.91          -109.28      


9780078034985   $73.05          $131.75         $-11.16         -109.31      


9780634047381   $7.45           $12.75          $-5.07          -109.40      


9780226264219   $6.96           $11.75          $-5.07          -109.91      


9780073512334   $51.00          $91.00          $-9.49          -110.00      


9781429229432   $85.00          $152.00         $-12.99         -110.11      


9780132698566   $60.94          $108.50         $-10.68         -110.30      


9781605098661   $8.75           $14.75          $-5.37          -110.79      


9780470121719   $8.05           $13.50          $-5.29          -110.80      


9780131367739   $99.00          $175.75         $-15.11         -110.80      


9780195289602   $13.91          $23.75          $-6.02          -111.37      


9780252072789   $11.95          $20.25          $-5.81          -111.45      


9780143125471   $7.01           $11.50          $-5.25          -111.45      


9780471393535   $68.97          $121.00         $-12.46         -111.61      


9781608194544   $7.05           $11.50          $-5.29          -111.78      


9780312089450   $7.50           $12.25          $-5.37          -111.97      


9781608193417   $7.50           $12.25          $-5.37          -111.97      


9780205064472   $47.00          $81.75          $-10.12         -112.01      


9780230006737   $14.33          $24.25          $-6.20          -112.04      


9780470126417   $37.51          $65.00          $-9.00          -112.07      


9781591470939   $19.85          $33.75          $-6.97          -112.48      


9780679406419   $14.03          $23.50          $-6.27          -112.65      


9780547167053   $65.12          $112.50         $-12.86         -112.83      


9780205032280   $50.00          $86.00          $-10.99         -112.97      


9780759119581   $9.51           $15.50          $-5.75          -113.04      


9781571104120   $9.99           $16.25          $-5.86          -113.34      


9780321820464   $16.95          $28.25          $-6.81          -113.49      


9780892814558   $7.27           $11.50          $-5.51          -113.50      


9781609949235   $8.00           $12.75          $-5.62          -113.55      


9780130492920   $39.96          $68.00          $-9.95          -113.56      


9780199539963   $5.69           $8.75           $-5.31          -113.58      


9780300189773   $12.35          $20.25          $-6.22          -113.62      


9781451682465   $13.08          $21.50          $-6.32          -113.65      


9780132693264   $38.00          $64.50          $-9.74          -113.69      


9781552451199   $6.43           $10.00          $-5.42          -113.72      


9780791424001   $13.10          $21.50          $-6.34          -113.75      


9780486480404   $3.68           $5.25           $-5.05          -113.75      


9780078029172   $104.43         $179.00         $-18.92         -113.77      


9780393936728   $66.70          $113.75         $-13.81         -113.90      


9780140455304   $7.33           $11.50          $-5.57          -113.96      


9780199927463   $30.00          $50.50          $-8.74          -113.97      


9781429234139   $85.00          $145.00         $-16.49         -114.05      


9780321643186   $84.99          $144.75         $-16.60         -114.18      


9780812210354   $10.43          $16.75          $-6.05          -114.25      


9780714833569   $18.50          $30.50          $-7.24          -114.45      


9781133958499   $98.98          $168.00         $-18.97         -114.55      


9780199231959   $6.98           $10.75          $-5.60          -114.63      


9780226468679   $7.87           $12.25          $-5.73          -114.71      


9780822335139   $10.25          $16.25          $-6.12          -114.92      


9780415561815   $23.33          $38.50          $-8.07          -114.93      


9780385531108   $6.76           $10.25          $-5.63          -115.21      


9780521612692   $9.43           $14.75          $-6.05          -115.31      


9781936221363   $54.98          $91.75          $-13.09         -115.44      


9781439193587   $8.32           $12.75          $-5.94          -115.80      


9780521669726   $14.74          $23.50          $-6.98          -115.96      


9780470571439   $41.00          $67.50          $-11.24         -116.11      


9780393123968   $65.92          $109.25         $-15.28         -116.16      


9780061561610   $7.20           $10.75          $-5.82          -116.31      


9781585429356   $11.98          $18.75          $-6.60          -116.31      


9780132272711   $95.00          $157.25         $-20.36         -116.54      


9781928896876   $19.99          $32.00          $-7.98          -116.64      


9780399158445   $12.50          $19.50          $-6.74          -116.68      


9780137444267   $45.07          $73.75          $-12.19         -116.70      


9781577319443   $8.92           $13.50          $-6.16          -116.81      


9781849351348   $7.27           $10.75          $-5.89          -116.83      


9781452259116   $40.84          $66.25          $-11.71         -117.21      


9780807748343   $11.87          $18.25          $-6.73          -117.31      


9781133587521   $80.50          $131.25         $-18.86         -117.61      


9780205779888   $13.45          $20.75          $-7.06          -117.63      


9780078035050   $50.49          $81.75          $-13.61         -117.65      


9780262220750   $39.96          $64.25          $-11.83         -117.83      


9780078036804   $73.00          $118.25         $-17.86         -118.02      


9780072508642   $58.02          $93.50          $-15.26         -118.17      


9780300143195   $11.65          $17.50          $-6.89          -118.54      


9781405194976   $17.49          $27.00          $-7.98          -118.58      


9780679424529   $9.97           $14.75          $-6.59          -118.59      


9781464150760   $12.29          $18.50          $-7.03          -118.67      


9780271026763   $10.00          $14.75          $-6.62          -118.76      


9780062225153   $10.00          $14.75          $-6.62          -118.76      


9781429240024   $104.17         $167.25         $-24.53         -119.00      


9780521145213   $46.83          $74.25          $-13.70         -119.10      


9780078117022   $34.64          $54.50          $-11.38         -119.13      


9781596439245   $15.50          $23.50          $-7.74          -119.24      


9780471214915   $54.96          $87.00          $-15.45         -119.44      


9781405100151   $20.27          $31.00          $-8.76          -119.66      


9781571314697   $7.67           $10.75          $-6.29          -119.68      


9781133309819   $85.51          $135.75         $-21.63         -119.70      


9780961392185   $7.68           $10.75          $-6.30          -119.75      


9780983368663   $7.39           $10.25          $-6.25          -119.90      


9780321811127   $55.94          $87.50          $-16.18         -120.34      


9781111830946   $64.48          $101.00         $-17.97         -120.42      


9781940430249   $7.32           $10.00          $-6.31          -120.51      


9780770437794   $12.04          $17.50          $-7.28          -120.52      


9780072855135   $15.99          $23.75          $-8.11          -120.60      


9780230110632   $48.00          $74.25          $-14.87         -120.92      


9780078026676   $95.00          $148.25         $-24.86         -121.09      


9780521732321   $19.65          $29.25          $-9.02          -121.26      


9781442605008   $12.99          $18.75          $-7.61          -121.29      


9781583225813   $4.90           $6.00           $-5.89          -121.37      


9780205176052   $32.73          $49.75          $-11.84         -121.39      


9780674050273   $9.04           $12.50          $-6.78          -121.41      


9780143039945   $10.48          $14.75          $-7.10          -121.46      


9781401243029   $7.50           $10.00          $-6.49          -121.76      


9781888553536   $7.98           $10.75          $-6.60          -121.76      


9781118363294   $99.90          $154.50         $-26.64         -121.80      


9780983368649   $7.68           $10.25          $-6.55          -121.89      


9780205454464   $50.00          $76.25          $-15.87         -121.99      


9781450776714   $4.98           $6.00           $-5.97          -122.07      


9780199827381   $67.50          $103.25         $-19.86         -122.21      


9780811218702   $18.50          $27.00          $-8.99          -122.23      


9780073523323   $91.69          $140.75         $-25.30         -122.28      


9780393932928   $44.00          $66.50          $-14.74         -122.40      


9781476735115   $12.46          $17.50          $-7.70          -122.55      


9780812218459   $11.99          $16.75          $-7.61          -122.62      


9780073375779   $114.98         $175.25         $-31.35         -122.99      


9780807843413   $20.63          $29.75          $-9.74          -123.38      


9780932440693   $12.34          $17.00          $-7.83          -123.52      


9780300199000   $7.95           $10.25          $-6.82          -123.66      


9780078022678   $111.06         $167.00         $-31.55         -123.95      


9780300055832   $11.95          $16.25          $-7.81          -124.00      


9780078035296   $99.95          $150.00         $-28.94         -124.00      


9780195392531   $16.78          $23.50          $-9.02          -124.22      


9780132415439   $15.00          $20.75          $-8.62          -124.35      


9781449604455   $87.76          $130.50         $-26.50         -124.53      


9781559362856   $9.75           $12.75          $-7.37          -124.56      


9780073534312   $49.94          $73.25          $-17.31         -124.69      


9780393912784   $37.50          $54.50          $-14.24         -124.70      


9781551055305   $12.46          $16.75          $-8.08          -124.83      


9780132679381   $24.29          $34.50          $-11.03         -124.89      


9780807079553   $9.49           $12.25          $-7.36          -124.96      


9780375412875   $13.00          $17.50          $-8.24          -125.01      


9781118270042   $39.73          $57.50          $-14.97         -125.11      


9780321592576   $87.99          $129.75         $-27.10         -125.13      


9780470932315   $11.22          $14.75          $-7.84          -125.28      


9780195380538   $22.94          $32.25          $-10.81         -125.31      


9780195694208   $14.95          $20.25          $-8.81          -125.48      


9780674004412   $13.65          $18.25          $-8.52          -125.65      


9780199549825   $9.96           $12.75          $-7.58          -125.70      


9781464137198   $97.93          $143.25         $-30.30         -125.81      


9780889740440   $10.49          $13.50          $-7.73          -125.83      


9780691149936   $11.00          $14.25          $-7.87          -125.85      


9780393977615   $10.68          $13.75          $-7.80          -125.94      


9780199555628   $8.66           $10.75          $-7.28          -125.97      


9780321880949   $47.69          $68.50          $-17.43         -126.01      


9780988394810   $5.12           $5.50           $-6.36          -126.02      


9781452205403   $37.42          $53.25          $-14.79         -126.07      


9780130096616   $40.00          $56.75          $-15.62         -126.43      


9781111301583   $36.95          $52.25          $-14.82         -126.44      


9780262072670   $28.47          $39.75          $-12.59         -126.48      


9780073191591   $33.60          $47.25          $-13.97         -126.54      


9781457609114   $46.88          $66.75          $-17.50         -126.55      


9780840028570   $99.00          $143.25         $-31.36         -126.58      


9780415551397   $25.00          $34.50          $-11.74         -126.73      


9780131145580   $95.21          $137.25         $-30.57         -126.80      


9781133310686   $89.99          $129.50         $-29.23         -126.86      


9780078022524   $93.00          $133.75         $-30.11         -126.94      


9780078022647   $110.35         $159.00         $-34.84         -126.98      


9780199832699   $12.95          $16.75          $-8.56          -127.01      


9780205521067   $26.38          $36.25          $-12.24         -127.18      


9780226816388   $9.91           $12.25          $-7.78          -127.23      


9780415602778   $21.95          $29.75          $-11.06         -127.27      


9780470381229   $15.47          $20.25          $-9.34          -127.47      


9780415890229   $26.70          $36.50          $-12.44         -127.53      


9781405115698   $24.29          $33.00          $-11.78         -127.55      


9780226417066   $14.99          $19.50          $-9.23          -127.61      


9781250062185   $8.95           $10.75          $-7.56          -127.63      


9780470381762   $29.53          $40.50          $-13.27         -127.68      


9780878939336   $64.50          $91.00          $-22.99         -127.74      


9780929701493   $8.98           $10.75          $-7.60          -127.79      


9781559364584   $8.47           $10.00          $-7.46          -127.85      


9780321773364   $98.60          $140.00         $-32.59         -127.88      


9780870138485   $9.53           $11.50          $-7.77          -127.96      


9780500289761   $49.00          $68.25          $-18.87         -128.07      


9781577668060   $7.48           $8.50           $-7.22          -128.16      


9781584351597   $8.18           $9.50           $-7.42          -128.18      


9780205247288   $50.00          $69.50          $-19.24         -128.25      


9781429242172   $50.00          $69.50          $-19.24         -128.25      


9780135123621   $67.83          $95.00          $-24.32         -128.31      


9780674064140   $9.99           $12.00          $-7.98          -128.54      


9781844573417   $20.49          $27.00          $-10.98         -128.55      


9781603849005   $7.72           $8.75           $-7.34          -128.57      


9780811221757   $20.53          $27.00          $-11.02         -128.67      


9780312452254   $11.95          $14.75          $-8.57          -128.70      


9780393912357   $11.25          $13.75          $-8.37          -128.71      


9780393912807   $29.00          $39.00          $-13.49         -128.80      


9780822220244   $5.83           $6.00           $-6.82          -128.82      


9780073535104   $72.00          $100.00         $-25.99         -128.95      


9781412981781   $54.45          $75.00          $-20.94         -129.00      


9780521607216   $15.98          $20.25          $-9.84          -129.32      


9781935982159   $13.88          $17.25          $-9.25          -129.41      


9780205851737   $56.92          $78.00          $-21.91         -129.42      


9780199227020   $34.61          $46.50          $-15.35         -129.43      


9780345802576   $9.32           $10.75          $-7.94          -129.64      


9780195388909   $20.87          $27.00          $-11.36         -129.65      


9780078026546   $98.99          $136.25         $-34.85         -129.97      


9780226138619   $13.35          $16.25          $-9.22          -130.13      


9780132915694   $26.42          $34.50          $-13.16         -130.15      


9780325004778   $31.97          $42.25          $-14.84         -130.16      


9780465061518   $11.40          $13.50          $-8.64          -130.21      


9780878939084   $71.99          $98.00          $-26.98         -130.26      


9781119966197   $47.27          $63.50          $-19.51         -130.28      


9781285433356   $138.00         $190.00         $-46.99         -130.28      


9781595589477   $14.89          $18.25          $-9.76          -130.53      


9780205917655   $54.70          $73.50          $-21.94         -130.58      


9781118744857   $14.92          $18.25          $-9.79          -130.65      


9780672336072   $16.41          $20.25          $-10.27         -130.81      


9781551117065   $14.97          $18.25          $-9.84          -130.83      


9781405184113   $26.74          $34.50          $-13.48         -130.88      


9781554811069   $19.36          $24.25          $-11.23         -130.99      


9781557667045   $17.62          $21.75          $-10.74         -131.21      


9780932102164   $21.46          $27.00          $-11.95         -131.28      


9781457606496   $10.73          $12.25          $-8.60          -131.28      


9780558619787   $49.86          $66.00          $-20.85         -131.31      


9781133936732   $58.00          $77.00          $-23.49         -131.46      


9780205259472   $79.89          $107.00         $-30.38         -131.46      


9781557669674   $24.64          $31.25          $-13.01         -131.49      


9781584351344   $9.16           $10.00          $-8.15          -131.63      


9780132626163   $94.97          $127.25         $-35.33         -131.67      


9780072483116   $48.00          $63.00          $-20.49         -131.74      


9780805385663   $99.03          $132.50         $-36.77         -131.82      


9780415950572   $27.54          $35.00          $-14.03         -131.84      


9780130387752   $96.79          $128.75         $-36.41         -132.16      


9780262033848   $47.60          $62.00          $-20.59         -132.18      


9780138022129   $17.20          $20.75          $-10.81         -132.21      


9783527406012   $56.82          $74.25          $-23.69         -132.39      


9780240817361   $28.91          $36.50          $-14.65         -132.40      


9781118950142   $11.93          $13.50          $-9.17          -132.54      


9780139060410   $20.83          $25.50          $-12.07         -132.55      


9781597142014   $11.40          $12.75          $-9.02          -132.65      


9780824832704   $15.49          $18.25          $-10.36         -132.67      


9781568812793   $29.99          $37.75          $-15.10         -132.71      


9780300181432   $12.90          $14.75          $-9.52          -132.71      


9780520268104   $17.00          $20.25          $-10.87         -132.75      


9780816641291   $12.00          $13.50          $-9.24          -132.83      


9780300198973   $11.08          $12.25          $-8.95          -132.88      


9780132192910   $28.41          $35.50          $-14.65         -132.90      


9780984616664   $9.99           $10.75          $-8.61          -133.01      


9780325030883   $19.95          $24.00          $-11.94         -133.21      


9781416524465   $13.04          $14.75          $-9.66          -133.26      


9780312676025   $37.80          $47.75          $-17.92         -133.32      


9781118921289   $15.68          $18.25          $-10.55         -133.32      


9780415389556   $16.64          $19.50          $-10.88         -133.40      


9780324782912   $150.00         $197.00         $-55.49         -133.44      


9780325002996   $12.17          $13.50          $-9.41          -133.54      


9780132685146   $52.50          $67.00          $-22.99         -133.63      


9780393911541   $35.00          $43.75          $-17.12         -133.66      


9780205380992   $54.26          $69.25          $-23.63         -133.71      


9781593853990   $22.97          $27.75          $-13.09         -133.74      


9780415779203   $35.61          $44.50          $-17.35         -133.74      


9780521516648   $52.99          $67.50          $-23.23         -133.77      


9780132666794   $109.99         $143.00         $-42.48         -133.77      


9780205848058   $70.93          $91.25          $-29.30         -133.78      


9781118378342   $19.99          $23.75          $-12.10         -133.84      


9780415964722   $20.00          $23.75          $-12.12         -133.87      


9780325004112   $21.15          $25.25          $-12.52         -133.91      


9781111344382   $76.80          $98.75          $-31.41         -133.95      


9780136108047   $83.05          $107.00         $-33.54         -133.95      


9781285052342   $89.89          $116.00         $-35.88         -133.97      


